Year,Location,Short Indicator Text,Long Indicator Text,Stratification 1,Stratification Group 1,Stratification 2,Stratification Group 2,Stratification Group 2 Label,Data Type,Data Type Label,Data Value,95 % CI,Lower CI,Upper CI,FIPS,Geolocation,Region,State Abbreviation,Census Division,CI Available Flag,Data Value Category,Year Group
2021,New York,Congestive Heart Failure,"Prevalence of Congestive Heart Failure in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Females,Age,75+,75+,Estimated Cases Attributable to Diabetes,Cases ATD (in thousands),"40,200",Not Available,Not Available,Not Available,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,No,Not Available,2020-2024
2019,New York,Congestive Heart Failure,Hospitalizations for Congestive Heart Failure as First-Listed Diagnosis in Adults with Diabetes,Sex,Females,Age,65-74,65-74,Total Events,Total Events,"4,733",Not Available,Not Available,Not Available,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,No,Not Available,2015-2019
2019,New York,Congestive Heart Failure,Hospitalizations for Congestive Heart Failure as First-Listed Diagnosis in Adults with Diabetes,Sex,Overall,Age,75+,75+,Estimated Events Attributable to Diabetes,Events ATD (in thousands),"6,030",Not Available,Not Available,Not Available,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,No,Not Available,2015-2019
2019,New York,Hyperosmolar Hyperglycemic Nonketotic Syndrome,Hospitalizations for Hyperosmolar Hyperglycemic Nonketotic Syndrome as First-Listed Diagnosis in Adults with Diabetes,Sex,Females,Age,18-44,18-44,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",0.7,0.5-0.8,0.5,0.8,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,Yes,Low,2015-2019
2019,New York,Congestive Heart Failure,Hospitalizations for Congestive Heart Failure as First-Listed Diagnosis in Adults with Diabetes,Sex,Overall,Age,45-64,45-64,Total Events,Total Events,"9,695",Not Available,Not Available,Not Available,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,No,Not Available,2015-2019
2019,New York,Lower Extremity Amputations,Hospitalizations for Lower Extremity Amputations in Adults with Diabetes,Race-Ethnicity,Non-Hispanic Black,Not Stratified,Overall,Overall,Total Events,Total Events,"2,095",Not Available,Not Available,Not Available,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,No,Not Available,2015-2019
2019,New York,Myocardial Infarction,Hospitalizations for Myocardial Infarction as First-Listed Diagnosis in Adults with Diabetes,Sex,Males,Age,75+,75+,Total Events,Total Events,"2,407",Not Available,Not Available,Not Available,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,No,Not Available,2015-2019
2019,New York,Hyperosmolar Hyperglycemic Nonketotic Syndrome,Hospitalizations for Hyperosmolar Hyperglycemic Nonketotic Syndrome as First-Listed Diagnosis in Adults with Diabetes,Sex,Males,Age,45-64,45-64,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",0.9,0.8-1.0,0.8,1,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,Yes,Low,2015-2019
2019,New York,Hyperosmolar Hyperglycemic Nonketotic Syndrome,Hospitalizations for Hyperosmolar Hyperglycemic Nonketotic Syndrome as First-Listed Diagnosis in Adults with Diabetes,Sex,Overall,Age,45-64,45-64,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",0.9,0.8-0.9,0.8,0.9,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,Yes,Low,2015-2019
2021,New York,Congestive Heart Failure,"Prevalence of Congestive Heart Failure in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Overall,Age,65-74,65-74,Crude Rate (per 100),Crude Rate (per 100),15.4,15.2-15.6,15.2,15.2,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,Yes,Medium,2020-2024
2019,New York,Myocardial Infarction,Hospitalizations for Myocardial Infarction as First-Listed Diagnosis in Adults with Diabetes,Sex,Females,Age,18+,Total,Total Events,Total Events,"5,544",Not Available,Not Available,Not Available,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,No,Not Available,2015-2019
2019,New York,Stroke,Hospitalizations for Stroke as First-Listed Diagnosis in Adults with Diabetes,Sex,Females,Age,65-74,65-74,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",11.4,9.8-13.0,9.8,13,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,Yes,Low,2015-2019
2019,New York,Hyperosmolar Hyperglycemic Nonketotic Syndrome,Hospitalizations for Hyperosmolar Hyperglycemic Nonketotic Syndrome as First-Listed Diagnosis in Adults with Diabetes,Race-Ethnicity,Non-Hispanic Black,Not Stratified,Overall,Overall,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",2,1.8-2.2,1.8,2.2,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,Yes,Low,2015-2019
2021,New York,Chronic Kidney Disease,"Prevalence of Chronic Kidney Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Females,Age,Age-adjusted,Age-adjusted,Age-adjusted Rate (per 100),Age-adjusted Rate (per 100),26.2,Not Available,Not Available,Not Available,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,No,Medium,2020-2024
2021,New York,Congestive Heart Failure,"Prevalence of Congestive Heart Failure in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Males,Age,75+,75+,Total Cases,Total Cases,"65,284",Not Available,Not Available,Not Available,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,No,Not Available,2020-2024
2019,New York,Congestive Heart Failure,Hospitalizations for Congestive Heart Failure as First-Listed Diagnosis in Adults with Diabetes,Sex,Males,Age,18+,Total,"Age-adjusted Rate (per 1,000)","Age-adjusted Rate (per 1,000)",12.7,Not Available,Not Available,Not Available,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,No,Low,2015-2019
2019,New York,Myocardial Infarction,Hospitalizations for Myocardial Infarction as First-Listed Diagnosis in Adults with Diabetes,Sex,Females,Age,18+,Total,"Age-adjusted Rate (per 1,000)","Age-adjusted Rate (per 1,000)",3.7,Not Available,Not Available,Not Available,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,No,Low,2015-2019
2021,New York,Coronary Heart Disease,"Prevalence of Coronary Heart Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Females,Age,75+,75+,Estimated Cases Attributable to Diabetes,Cases ATD (in thousands),"53,870",Not Available,Not Available,Not Available,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,No,Not Available,2020-2024
2019,New York,Diabetic Ketoacidosis,Hospitalizations for Diabetic Ketoacidosis as First-Listed Diagnosis in Adults with Diabetes,Sex,Males,Age,45-64,45-64,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",3.8,3.4-4.2,3.4,4.2,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,Yes,Low,2015-2019
2019,New York,Hypoglycemia,Hospitalizations for Hypoglycemia as First-Listed Diagnosis in Adults with Diabetes,Sex,Males,Age,45-64,45-64,Total Events,Total Events,613,Not Available,Not Available,Not Available,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,No,High,2015-2019
2019,New York,Hyperosmolar Hyperglycemic Nonketotic Syndrome,Hospitalizations for Hyperosmolar Hyperglycemic Nonketotic Syndrome as First-Listed Diagnosis in Adults with Diabetes,Rural and Urban Areas,Rural,Not Stratified,Overall,Overall,Crude Rate,"Crude Rate (per 1,000)",0.4,0.3-0.4,0.3,0.4,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,Yes,Low,2015-2019
2019,New York,Diabetic Ketoacidosis,Hospitalizations for Diabetic Ketoacidosis as First-Listed Diagnosis in Adults with Diabetes,Sex,Females,Age,18-44,18-44,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",23.9,18.7-29.2,18.7,29.2,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,Yes,Medium,2015-2019
2019,New York,Hypoglycemia,Hospitalizations for Hypoglycemia as First-Listed Diagnosis in Adults with Diabetes,Race-Ethnicity,Hispanic,Not Stratified,Overall,Overall,Total Events,Total Events,759,Not Available,Not Available,Not Available,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,No,High,2015-2019
2021,New York,Coronary Heart Disease,"Prevalence of Coronary Heart Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Females,Age,65+,Total,Crude Rate (per 100),Crude Rate (per 100),33.7,33.5-33.9,33.5,33.5,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,Yes,Medium,2020-2024
2019,New York,Lower Extremity Amputations,Hospitalizations for Lower Extremity Amputations in Adults with Diabetes,Race-Ethnicity,Non-Hispanic Other Races,Not Stratified,Overall,Overall,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",3.9,3.5-4.5,3.5,4.5,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,Yes,Low,2015-2019
2019,New York,Diabetic Ketoacidosis,Hospitalizations for Diabetic Ketoacidosis as First-Listed Diagnosis in Adults with Diabetes,Sex,Males,Age,18+,Total,"Age-adjusted Rate (per 1,000)","Age-adjusted Rate (per 1,000)",15.8,Not Available,Not Available,Not Available,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,No,Medium,2015-2019
2019,New York,Hypoglycemia,Hospitalizations for Hypoglycemia as First-Listed Diagnosis in Adults with Diabetes,Sex,Females,Age,75+,75+,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",5.5,4.5-6.4,4.5,6.5,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,Yes,Low,2015-2019
2019,New York,Myocardial Infarction,Hospitalizations for Myocardial Infarction as First-Listed Diagnosis in Adults with Diabetes,Sex,Males,Age,75+,75+,Estimated Events Attributable to Diabetes,Events ATD (in thousands),540,Not Available,Not Available,Not Available,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,No,High,2015-2019
2019,New York,Hyperosmolar Hyperglycemic Nonketotic Syndrome,Hospitalizations for Hyperosmolar Hyperglycemic Nonketotic Syndrome as First-Listed Diagnosis in Adults with Diabetes,Sex,Males,Age,18+,Total,"Age-adjusted Rate (per 1,000)","Age-adjusted Rate (per 1,000)",1.2,Not Available,Not Available,Not Available,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,No,Low,2015-2019
2019,New York,Myocardial Infarction,Hospitalizations for Myocardial Infarction as First-Listed Diagnosis in Adults with Diabetes,Sex,Males,Age,18-44,18-44,Total Events,Total Events,290,Not Available,Not Available,Not Available,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,No,High,2015-2019
2021,New York,Chronic Kidney Disease,"Prevalence of Chronic Kidney Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Males,Age,75+,75+,Crude Rate (per 100),Crude Rate (per 100),40.5,40.2-40.8,40.1,40.1,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,Yes,Medium,2020-2024
2019,New York,Myocardial Infarction,Hospitalizations for Myocardial Infarction as First-Listed Diagnosis in Adults with Diabetes,Race-Ethnicity,Non-Hispanic Other Races,Not Stratified,Overall,Overall,Total Events,Total Events,"2,599",Not Available,Not Available,Not Available,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,No,Not Available,2015-2019
2019,New York,Lower Extremity Amputations,Hospitalizations for Lower Extremity Amputations in Adults with Diabetes,Sex,Overall,Age,75+,75+,Estimated Events Attributable to Diabetes,Events ATD (in thousands),"1,340",Not Available,Not Available,Not Available,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,No,Not Available,2015-2019
2019,New York,Hypoglycemia,Hospitalizations for Hypoglycemia as First-Listed Diagnosis in Adults with Diabetes,Sex,Overall,Age,45-64,45-64,Total Events,Total Events,"1,165",Not Available,Not Available,Not Available,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,No,Not Available,2015-2019
2019,New York,Hyperosmolar Hyperglycemic Nonketotic Syndrome,Hospitalizations for Hyperosmolar Hyperglycemic Nonketotic Syndrome as First-Listed Diagnosis in Adults with Diabetes,Sex,Males,Age,45-64,45-64,Total Events,Total Events,421,Not Available,Not Available,Not Available,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,No,High,2015-2019
2019,New York,Myocardial Infarction,Hospitalizations for Myocardial Infarction as First-Listed Diagnosis in Adults with Diabetes,Sex,Males,Age,45-64,45-64,Estimated Events Attributable to Diabetes,Events ATD (in thousands),970,Not Available,Not Available,Not Available,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,No,High,2015-2019
2019,New York,Stroke,Hospitalizations for Stroke as First-Listed Diagnosis in Adults with Diabetes,Race-Ethnicity,Non-Hispanic Black,Not Stratified,Overall,Overall,Total Events,Total Events,"4,858",Not Available,Not Available,Not Available,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,No,Not Available,2015-2019
2019,New York,Diabetic Ketoacidosis,Hospitalizations for Diabetic Ketoacidosis as First-Listed Diagnosis in Adults with Diabetes,Sex,Overall,Age,18-44,18-44,Total Events,Total Events,"5,238",Not Available,Not Available,Not Available,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,No,Not Available,2015-2019
2019,New York,Diabetic Ketoacidosis,Hospitalizations for Diabetic Ketoacidosis as First-Listed Diagnosis in Adults with Diabetes,Sex,Males,Age,45-64,45-64,Total Events,Total Events,"1,739",Not Available,Not Available,Not Available,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,No,Not Available,2015-2019
2019,New York,Hypoglycemia,Hospitalizations for Hypoglycemia as First-Listed Diagnosis in Adults with Diabetes,Race-Ethnicity,Hispanic,Not Stratified,Overall,Overall,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",2.3,2.0-2.5,2,2.5,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,Yes,Low,2015-2019
2019,New York,Myocardial Infarction,Hospitalizations for Myocardial Infarction as First-Listed Diagnosis in Adults with Diabetes,Sex,Females,Age,65-74,65-74,Estimated Events Attributable to Diabetes,Events ATD (in thousands),720,Not Available,Not Available,Not Available,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,No,High,2015-2019
2021,New York,Coronary Heart Disease,"Prevalence of Coronary Heart Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Females,Age,75+,75+,Crude Rate (per 100),Crude Rate (per 100),38.8,38.5-39.0,38.5,38.5,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,Yes,Medium,2020-2024
2019,New York,Stroke,Hospitalizations for Stroke as First-Listed Diagnosis in Adults with Diabetes,Sex,Overall,Age,18+,Total,Total Events,Total Events,"20,502",Not Available,Not Available,Not Available,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,No,Not Available,2015-2019
2019,New York,Congestive Heart Failure,Hospitalizations for Congestive Heart Failure as First-Listed Diagnosis in Adults with Diabetes,Sex,Males,Age,18+,Total,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",21.1,19.6-22.6,19.6,22.6,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,Yes,Medium,2015-2019
2019,New York,Hyperosmolar Hyperglycemic Nonketotic Syndrome,Hospitalizations for Hyperosmolar Hyperglycemic Nonketotic Syndrome as First-Listed Diagnosis in Adults with Diabetes,Sex,Overall,Age,18-44,18-44,Total Events,Total Events,220,Not Available,Not Available,Not Available,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,No,High,2015-2019
2021,New York,Diabetes Prevalence,"Prevalence of Self-reported Diagnosed Diabetes in Adults, Aged 18 Years or Older",Sex,Females,Age,18-44,18-44,Estimated Cases (in thousands),Estimated Cases (in thousands),98.6,Not Available,Not Available,Not Available,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,No,High,2020-2024
2019,New York,Hyperosmolar Hyperglycemic Nonketotic Syndrome,Hospitalizations for Hyperosmolar Hyperglycemic Nonketotic Syndrome as First-Listed Diagnosis in Adults with Diabetes,Race-Ethnicity,Non-Hispanic White,Not Stratified,Overall,Overall,Total Events,Total Events,446,Not Available,Not Available,Not Available,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,No,High,2015-2019
2021,New York,Coronary Heart Disease,"Prevalence of Coronary Heart Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Males,Age,65+,Total,Crude Rate (per 100),Crude Rate (per 100),49,48.8-49.3,48.8,48.8,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,Yes,High,2020-2024
2019,New York,Hypoglycemia,Hospitalizations for Hypoglycemia as First-Listed Diagnosis in Adults with Diabetes,Sex,Females,Age,18+,Total,Total Events,Total Events,"2,323",Not Available,Not Available,Not Available,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,No,Not Available,2015-2019
2019,New York,Diabetic Ketoacidosis,Hospitalizations for Diabetic Ketoacidosis as First-Listed Diagnosis in Adults with Diabetes,Rural and Urban Areas,Rural,Not Stratified,Overall,Overall,Total Events,Total Events,205,Not Available,Not Available,Not Available,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,No,High,2015-2019
2021,New York,Coronary Heart Disease,"Prevalence of Coronary Heart Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Overall,Age,75+,75+,Total Cases,Total Cases,"229,115",Not Available,Not Available,Not Available,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,No,Not Available,2020-2024
2019,New York,Lower Extremity Amputations,Hospitalizations for Lower Extremity Amputations in Adults with Diabetes,Rural and Urban Areas,Urban,Not Stratified,Overall,Overall,Total Events,Total Events,"8,554",Not Available,Not Available,Not Available,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,No,Not Available,2015-2019
2019,New York,Hyperosmolar Hyperglycemic Nonketotic Syndrome,Hospitalizations for Hyperosmolar Hyperglycemic Nonketotic Syndrome as First-Listed Diagnosis in Adults with Diabetes,Rural and Urban Areas,Rural,Not Stratified,Overall,Overall,Total Events,Total Events,23,Not Available,Not Available,Not Available,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,No,Medium,2015-2019
2019,New York,Stroke,Hospitalizations for Stroke as First-Listed Diagnosis in Adults with Diabetes,Race-Ethnicity,Hispanic,Not Stratified,Overall,Overall,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",8,7.2-8.9,7.2,8.9,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,Yes,Low,2015-2019
2019,New York,Lower Extremity Amputations,Hospitalizations for Lower Extremity Amputations in Adults with Diabetes,Sex,Overall,Age,18-44,18-44,Estimated Events Attributable to Diabetes,Events ATD (in thousands),580,Not Available,Not Available,Not Available,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,No,High,2015-2019
